tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,tweet_created
5.70E+17,neutral,0.6535,,0,Virgin America,lawyang588,0,2/22/15 15:41
5.70E+17,negative,1,Customer Service Issue,0.6448,Virgin America,melokudo,0,2/22/15 15:40
5.70E+17,negative,1,Can't Tell,1,Virgin America,ChrysiChrysic,0,2/22/15 15:06
5.70E+17,neutral,1,,,Virgin America,nikkisixxfan93,0,2/22/15 15:03
5.70E+17,negative,1,Cancelled Flight,0.6875,Virgin America,ChrysiChrysic,0,2/22/15 15:02
5.70E+17,negative,1,Late Flight,1,Virgin America,MOCBlogger,0,2/22/15 14:49
5.70E+17,negative,1,Customer Service Issue,1,Virgin America,tfaz,0,2/22/15 14:39
5.70E+17,positive,1,,,Virgin America,lisaptv,1,2/22/15 14:32
5.70E+17,neutral,1,,,Virgin America,dropapp,0,2/22/15 14:31
5.70E+17,positive,0.7011,,,Virgin America,HollywoodHotMom,0,2/22/15 14:09
5.70E+17,negative,1,Flight Booking Problems,1,Virgin America,GoShar2012,0,2/22/15 14:07
5.70E+17,negative,0.6543,Flight Attendant Complaints,0.3562,Virgin America,MOCBlogger,0,2/22/15 14:03
5.70E+17,positive,1,,,Virgin America,SkateMamas,0,2/22/15 13:55
5.70E+17,neutral,0.355,,0,Virgin America,FiDiFamilies,0,2/22/15 13:49
5.70E+17,negative,0.6889,Late Flight,0.6889,Virgin America,jarrydosborne,0,2/22/15 13:47
5.70E+17,positive,1,,,Virgin America,HollywoodHotMom,0,2/22/15 13:45
5.70E+17,negative,1,Cancelled Flight,1,Virgin America,mlorenzen,0,2/22/15 13:29
5.70E+17,negative,0.679,Flight Booking Problems,0.3684,Virgin America,Tyler_Starrine,0,2/22/15 13:23
5.70E+17,positive,1,,,Virgin America,jessicajaymes,2,2/22/15 12:49
5.70E+17,positive,1,,,Virgin America,livingfitly,0,2/22/15 12:35
5.70E+17,negative,1,Damaged Luggage,0.6501,Virgin America,khartline,0,2/22/15 12:34
5.70E+17,negative,1,Damaged Luggage,1,Virgin America,khartline,0,2/22/15 12:27
5.70E+17,neutral,1,,,Virgin America,MACRoxburgh,0,2/22/15 11:56
5.70E+17,positive,1,,,Virgin America,paulnakada,0,2/22/15 11:33
5.70E+17,neutral,1,,,Virgin America,wildcatdad,0,2/22/15 11:13
5.70E+17,neutral,0.6732,,0,Virgin America,RheaThurman1,0,2/22/15 11:10
5.70E+17,neutral,1,,,Virgin America,Osiris91780,0,2/22/15 11:10
5.70E+17,neutral,1,,,Virgin America,HeatherWhoo,0,2/22/15 11:10
5.70E+17,negative,1,Customer Service Issue,0.6983,Virgin America,paulnakada,0,2/22/15 11:02
5.70E+17,negative,0.6593,Cancelled Flight,0.6593,Virgin America,RampantSmashing,0,2/22/15 11:01
5.70E+17,negative,1,Flight Booking Problems,0.6556,Virgin America,intlwriter,0,2/22/15 10:38
5.70E+17,negative,1,Late Flight,0.3571,Virgin America,finslippy,0,2/22/15 10:30
5.70E+17,negative,1,Cancelled Flight,1,Virgin America,finslippy,0,2/22/15 10:29
5.70E+17,negative,1,Bad Flight,1,Virgin America,Gr8Fratsby,0,2/22/15 10:19
5.70E+17,negative,0.6517,Customer Service Issue,0.3371,Virgin America,sbaaronson,0,2/22/15 8:56
5.70E+17,negative,0.68,Customer Service Issue,0.35,Virgin America,jonesbasf,0,2/22/15 8:53
5.69E+17,negative,1,Customer Service Issue,0.7002,Virgin America,Gr8Fratsby,0,2/22/15 5:51
5.69E+17,neutral,1,,,Virgin America,NewsSWA,0,2/22/15 5:02
5.69E+17,negative,1,Customer Service Issue,1,Virgin America,CSHangover,0,2/22/15 4:43
5.69E+17,negative,1,longlines,0.6818,Virgin America,girlphotophilly,0,2/22/15 3:39
5.69E+17,neutral,1,,,Virgin America,NewsSWA,0,2/22/15 3:32
5.69E+17,neutral,1,,,Virgin America,NewsSWA,0,2/22/15 3:02
5.69E+17,neutral,1,,,Virgin America,Graemelodge5545,0,2/22/15 2:42
5.69E+17,neutral,1,,,Virgin America,NewsSWA,0,2/22/15 1:32
5.69E+17,negative,1,Can't Tell,0.663,Virgin America,Boards707,0,2/21/15 21:32
5.69E+17,negative,1,Customer Service Issue,0.6777,Virgin America,MikeWiener,0,2/21/15 21:28
5.69E+17,neutral,0.6816,,0,Virgin America,khartline,0,2/21/15 20:41
5.69E+17,positive,1,,,Virgin America,simpasmore,0,2/21/15 20:33
5.69E+17,negative,1,Customer Service Issue,1,Virgin America,ChrysiChrysic,0,2/21/15 20:21
5.69E+17,negative,1,Cancelled Flight,0.3709,Virgin America,ChrysiChrysic,0,2/21/15 20:11
5.69E+17,neutral,0.6701,,0,Virgin America,TTINAC11,0,2/21/15 18:35
5.69E+17,neutral,0.6942,,0,Virgin America,elaurawrr,0,2/21/15 18:29
5.69E+17,negative,1,Customer Service Issue,0.7148,Virgin America,joyabsalon,0,2/21/15 18:29
5.69E+17,negative,0.6791,Cancelled Flight,0.6791,Virgin America,meladorri,0,2/21/15 18:11
5.69E+17,positive,0.3579,,0,Virgin America,miaerolinea,0,2/21/15 18:09
5.69E+17,positive,1,,,Virgin America,archiegips,0,2/21/15 18:02
5.69E+17,neutral,0.653,,,Virgin America,obiwantoby,0,2/21/15 17:43
5.69E+17,negative,1,Can't Tell,0.648,Virgin America,MarwaYousofzoy,0,2/21/15 17:41
5.69E+17,negative,1,Flight Attendant Complaints,0.6729,Virgin America,TTINAC11,0,2/21/15 17:40
5.69E+17,neutral,0.6743,,0,Virgin America,TheNotoriousLEX,0,2/21/15 17:18
5.69E+17,positive,0.6783,,,Virgin America,advertisingdiva,0,2/21/15 17:15
5.69E+17,neutral,0.6863,,,Virgin America,Floxie10,0,2/21/15 17:14
5.69E+17,negative,1,Flight Booking Problems,0.6705,Virgin America,alexrkonrad,0,2/21/15 17:13
5.69E+17,negative,1,Can't Tell,1,Virgin America,MarwaYousofzoy,0,2/21/15 17:13
5.69E+17,positive,1,,,Virgin America,lexiesalas,0,2/21/15 16:50
5.69E+17,negative,1,Flight Booking Problems,0.6648,Virgin America,MaximWheatley,0,2/21/15 16:19
5.69E+17,negative,1,Cancelled Flight,1,Virgin America,FiDiFamilies,0,2/21/15 15:47
5.69E+17,negative,1,Flight Booking Problems,1,Virgin America,lexiesalas,0,2/21/15 15:29
5.69E+17,negative,0.7158,Cancelled Flight,0.7158,Virgin America,Artenis15,0,2/21/15 15:27
5.69E+17,negative,1,Cancelled Flight,1,Virgin America,NancyJFriedman,0,2/21/15 14:34
5.69E+17,positive,1,,,Virgin America,JT_Magana,0,2/21/15 14:28
5.69E+17,negative,1,Customer Service Issue,0.6733,Virgin America,MaximWheatley,0,2/21/15 14:27
5.69E+17,positive,1,,,Virgin America,carabubes,0,2/21/15 14:24
5.69E+17,neutral,0.6809,,0,Virgin America,carabubes,0,2/21/15 14:23
5.69E+17,positive,1,,,Virgin America,wmrrock,0,2/21/15 14:21
5.69E+17,positive,1,,,Virgin America,DailyBillboard,0,2/21/15 13:52
5.69E+17,positive,1,,,Virgin America,BigRichTexasPam,0,2/21/15 13:52
5.69E+17,positive,0.6775,,0,Virgin America,rtw4,0,2/21/15 13:41
5.69E+17,neutral,1,,,Virgin America,casualdiego,0,2/21/15 13:32
5.69E+17,positive,1,,,Virgin America,kyle_romanoff,0,2/21/15 13:32
5.69E+17,negative,0.7053,Bad Flight,0.7053,Virgin America,wmrrock,0,2/21/15 13:30
5.69E+17,negative,1,Late Flight,1,Virgin America,wmrrock,0,2/21/15 13:28
5.69E+17,negative,0.642,Cancelled Flight,0.642,Virgin America,BigRichTexasPam,0,2/21/15 13:18
5.69E+17,positive,0.6667,,0,Virgin America,aaronkurlander,0,2/21/15 13:00
5.69E+17,negative,1,Cancelled Flight,0.6735,Virgin America,MistakeCakeJake,0,2/21/15 12:54
5.69E+17,negative,1,Customer Service Issue,0.6968,Virgin America,NoelArtiles,0,2/21/15 12:48
5.69E+17,neutral,0.634,,0,Virgin America,floatingatoll,0,2/21/15 12:45
5.69E+17,negative,0.699,Customer Service Issue,0.699,Virgin America,floatingatoll,0,2/21/15 12:44
5.69E+17,negative,0.664,Cancelled Flight,0.3412,Virgin America,aaronkurlander,0,2/21/15 12:23
5.69E+17,negative,1,Cancelled Flight,0.6452,Virgin America,aaronkurlander,0,2/21/15 12:18
5.69E+17,negative,1,Customer Service Issue,0.6766,Virgin America,borknagar,0,2/21/15 12:07
5.69E+17,negative,1,Flight Booking Problems,0.6954,Virgin America,propsonline,0,2/21/15 11:56
5.69E+17,negative,1,Cancelled Flight,1,Virgin America,propsonline,0,2/21/15 11:55
5.69E+17,positive,0.6522,,,Virgin America,carlos89178,0,2/21/15 11:49
5.69E+17,positive,1,,,Virgin America,carlos89178,0,2/21/15 11:45
5.69E+17,negative,1,Can't Tell,0.6526,Virgin America,shounshounette,0,2/21/15 11:44
5.69E+17,neutral,1,,,Virgin America,alanzeino,0,2/21/15 11:40
5.69E+17,negative,1,Customer Service Issue,1,Virgin America,DonnellyPatrick,0,2/21/15 11:35
5.69E+17,positive,0.7081,,,Virgin America,stefanpinto,0,2/21/15 11:10
5.69E+17,negative,0.6455,Flight Booking Problems,0.3497,Virgin America,josephschwegler,0,2/21/15 11:06
5.69E+17,positive,1,,,Virgin America,jennifer_caron,0,2/21/15 10:58
5.69E+17,positive,0.6899,,,Virgin America,miaerolinea,0,2/21/15 10:54
5.69E+17,positive,1,,,Virgin America,ninjasistah,0,2/21/15 10:40
5.69E+17,negative,0.6701,Customer Service Issue,0.3505,Virgin America,daniellewolff,0,2/21/15 10:37
5.69E+17,positive,0.6575,,,Virgin America,EleonoraKaras,0,2/21/15 10:31
5.69E+17,positive,1,,,Virgin America,carlosondrums,0,2/21/15 10:28
5.69E+17,positive,0.6701,,,Virgin America,ninjasistah,0,2/21/15 10:22
5.69E+17,negative,0.6489,Late Flight,0.6489,Virgin America,stephenasilverm,0,2/21/15 10:22
5.69E+17,negative,0.6786,Cancelled Flight,0.6786,Virgin America,mrl6626,0,2/21/15 10:15
5.69E+17,positive,1,,,Virgin America,SunRighteous,0,2/21/15 10:12
5.69E+17,positive,1,,,Virgin America,readerriter,0,2/21/15 10:12
5.69E+17,neutral,1,,,Virgin America,jeredscott,0,2/21/15 10:11
5.69E+17,neutral,1,,,Virgin America,eric_t_lee,0,2/21/15 10:10
5.69E+17,negative,1,Customer Service Issue,1,Virgin America,bluesmoon,0,2/21/15 9:51
5.69E+17,negative,0.6473,Lost Luggage,0.3341,Virgin America,RedSoxGirl1976,0,2/21/15 9:10
5.69E+17,positive,0.6771,,,Virgin America,InuAtah,0,2/21/15 9:03
5.69E+17,negative,0.6636,Customer Service Issue,0.6636,Virgin America,borknagar,0,2/21/15 8:59
5.69E+17,positive,1,,,Virgin America,Recessionista,0,2/21/15 8:48
5.69E+17,positive,1,,,Virgin America,moosekazmi,0,2/21/15 8:04
5.69E+17,positive,1,,,Virgin America,_LisaCap,0,2/21/15 4:25
5.69E+17,negative,0.6706,Bad Flight,0.3514,Virgin America,eatgregeat,0,2/21/15 2:36
5.69E+17,negative,1,Flight Booking Problems,0.6809,Virgin America,alanzeino,0,2/20/15 23:00
5.69E+17,negative,1,Damaged Luggage,1,Virgin America,khartline,0,2/20/15 22:34
5.69E+17,positive,1,,,Virgin America,courtDMC,0,2/20/15 22:28
5.69E+17,neutral,0.6598,,,Virgin America,woawABQ,0,2/20/15 22:18
5.69E+17,positive,1,,,Virgin America,Cydney_Chase,0,2/20/15 21:52
5.69E+17,neutral,1,,,Virgin America,AirlineFuel,0,2/20/15 20:22
5.69E+17,neutral,1,,,Virgin America,OriginalTuna,0,2/20/15 19:36
5.69E+17,neutral,0.6701,,,Virgin America,ImThankfulRadio,0,2/20/15 19:35
5.69E+17,positive,1,,,Virgin America,AnnaProsser,0,2/20/15 19:16
5.69E+17,negative,1,Bad Flight,0.6765,Virgin America,HenryLucero,0,2/20/15 17:31
5.69E+17,neutral,1,,,Virgin America,daisy1016,0,2/20/15 17:28
5.69E+17,neutral,1,,,Virgin America,TGSOFL,0,2/20/15 17:20
5.69E+17,negative,0.6965,Bad Flight,0.3634,Virgin America,stephanieslome,0,2/20/15 17:16
5.69E+17,negative,1,Customer Service Issue,0.6633,Virgin America,Alex_Ricardo,0,2/20/15 17:07
5.69E+17,positive,1,,,Virgin America,djchuang,1,2/20/15 16:27
5.69E+17,negative,0.6368,Can't Tell,0.6368,Virgin America,miekd,0,2/20/15 16:23
5.69E+17,negative,1,Customer Service Issue,0.6525,Virgin America,insideout,0,2/20/15 16:22
5.69E+17,neutral,1,,,Virgin America,AirlineFuel,0,2/20/15 16:22
5.69E+17,neutral,1,,,Virgin America,fromtheleftseat,0,2/20/15 16:11
5.69E+17,positive,0.6855,,,Virgin America,AlyssaJenS,0,2/20/15 16:02
5.69E+17,neutral,0.6803,,,Virgin America,Kevin_E_Park,0,2/20/15 15:50
5.69E+17,neutral,1,,,Virgin America,FlexinFinessinB,0,2/20/15 15:48
5.69E+17,positive,1,,,Virgin America,drsaadiaim,0,2/20/15 15:13
5.69E+17,positive,1,,,Virgin America,MaverickGamersX,0,2/20/15 15:10
5.69E+17,negative,1,Bad Flight,0.6761,Virgin America,MsReeseGirl,0,2/20/15 14:35
5.69E+17,neutral,1,,,Virgin America,AirlineFuel,0,2/20/15 14:22
5.69E+17,positive,1,,,Virgin America,CanPOREOTICS,0,2/20/15 14:17
5.69E+17,positive,0.6776,,,Virgin America,MaverickGamersX,0,2/20/15 13:48
5.69E+17,neutral,1,,,Virgin America,LizaUtter,0,2/20/15 13:48
5.69E+17,neutral,1,,,Virgin America,crj_lll,0,2/20/15 13:28
5.69E+17,negative,1,Lost Luggage,1,Virgin America,snellbell,0,2/20/15 13:16
5.69E+17,positive,1,,,Virgin America,AcronymBex,0,2/20/15 12:47
5.69E+17,negative,0.6569,Customer Service Issue,0.6569,Virgin America,SleeplessByte,0,2/20/15 12:21
5.69E+17,neutral,0.6773,,0,Virgin America,AcronymBex,0,2/20/15 12:17
5.69E+17,neutral,0.642,,0,Virgin America,notthatnathan,0,2/20/15 12:09
5.69E+17,neutral,1,,,Virgin America,Sleubeau,0,2/20/15 12:08
5.69E+17,neutral,0.6791,,0,Virgin America,crj_lll,0,2/20/15 11:33
5.69E+17,negative,1,Can't Tell,0.6421,Virgin America,Yorkshire_D,0,2/20/15 11:24
5.69E+17,negative,1,Flight Attendant Complaints,0.6458,Virgin America,SaraBabs,0,2/20/15 11:13
5.69E+17,negative,1,Bad Flight,0.6979,Virgin America,AdamSinger,0,2/20/15 11:13
5.69E+17,neutral,1,,,Virgin America,crj_lll,0,2/20/15 10:59
5.69E+17,neutral,1,,,Virgin America,AirlineFuel,0,2/20/15 10:52
5.69E+17,negative,1,Flight Booking Problems,0.3895,Virgin America,notthatnathan,0,2/20/15 10:32
5.69E+17,positive,1,,,Virgin America,polaroidmisha,0,2/20/15 10:32
5.69E+17,neutral,1,,,Virgin America,AirlineFuel,0,2/20/15 10:22
5.69E+17,neutral,1,,,Virgin America,NazarFakih,0,2/20/15 10:20
5.69E+17,neutral,1,,,Virgin America,JetBlueNews,0,2/20/15 10:05
5.69E+17,neutral,1,,,Virgin America,AirlineFuel,0,2/20/15 9:52
5.69E+17,negative,1,Customer Service Issue,0.6655,Virgin America,RobynMatza,0,2/20/15 9:50
5.69E+17,neutral,0.6625,,0,Virgin America,SocialMedia305,0,2/20/15 9:44
5.69E+17,neutral,1,,,Virgin America,sbaaronson,0,2/20/15 9:42
5.69E+17,negative,1,Customer Service Issue,1,Virgin America,miekd,0,2/20/15 9:28
5.69E+17,neutral,1,,,Virgin America,StevenMYoung,0,2/20/15 9:25
5.69E+17,positive,1,,,Virgin America,thecompostcook,0,2/20/15 8:53
5.69E+17,negative,1,Lost Luggage,1,Virgin America,snellbell,1,2/20/15 8:38
5.69E+17,negative,0.662,Flight Booking Problems,0.662,Virgin America,chrisaguiar88,0,2/20/15 8:36
5.69E+17,positive,1,,,Virgin America,matthewhirsch,0,2/20/15 8:13
5.69E+17,positive,0.6884,,,Virgin America,GabriellaDago,0,2/20/15 8:06
5.69E+17,positive,0.6658,,,Virgin America,AdamSinger,0,2/20/15 8:00
5.69E+17,neutral,0.375,,0,Virgin America,GabriellaDago,0,2/20/15 7:54
5.69E+17,neutral,1,,,Virgin America,MarcPerez,0,2/20/15 7:33
5.69E+17,positive,1,,,Virgin America,JayRockerz,0,2/20/15 7:31
5.69E+17,neutral,1,,,Virgin America,mlbkid162,0,2/20/15 7:21
5.69E+17,positive,1,,,Virgin America,Hwoodboy24,0,2/20/15 7:15
